Country,Year,Emissions,GDP_per_capita,Renewable_Share,Energy_per_capita,Population,Emissions_per_GDP,Emissions_per_capita,Global_Temperature
Iran,2013,786.89540591177,13625.979,1.5277675,33801.54,80414686.0,0.70884583849406,10.161959593568,0.6733
Iran,2014,806.41793121245,14376.28,1.444072,34628.117,81502045.0,0.69194032015635,10.284486905712,0.7458
Iran,2015,801.40231760066,14127.202,1.320366,33449.17,82619362.0,0.69757637455917,10.098251870901,0.8975
Iran,2016,847.11472836258,15327.154,1.4484855,34628.83,83812228.0,0.67763259814031,10.552343852225,1.0133
Iran,2017,875.39939845534,15805.786,1.5695099,35445.574,85026754.0,0.68146024156515,10.785722011258,0.92
Iran,2018,865.53385640873,15568.857,0.92631114,36159.855,86117998.0,0.6863963646239,10.553780582849,0.8475
Iran,2019,876.71435534576,13987.376,2.8355055,37705.78,87051648.0,0.71728781566845,10.585682766394,0.9758
Iran,2020,889.28585763796,14729.12,1.9334664,38812.543,87723443.0,0.70412389047301,10.639028619322,1.0092
Iran,2021,931.6299738882,15734.664,1.2263017,37783.53,88455488.0,0.70440500856835,11.050315200078,0.8483
Iran,2022,960.49430778618,17318.121,1.2014121,39151.336,89524246.0,0.69980043558223,11.302326466619,0.8933
Iran,2023,996.7526808229,18658.141,1.8229214,39598.59,90608707.0,0.69195114320046,11.643082863051,1.1692
Japan,1970,1016.2834671243,,6.541671,32431.113,,,,0.0258
Japan,1971,1006.1546884412,,6.9699736,33540.332,,,,-0.0808
Japan,1972,1049.2524506277,,6.579958,35437.47,,,,0.0083
Japan,1973,1162.7489615231,,4.7081666,38378.52,,,,0.16
Japan,1974,1157.9338337636,,5.8826437,37541.438,,,,-0.0708
Japan,1975,1099.8651230828,,5.997585,36740.617,,,,-0.0133
Japan,1976,1135.9442534682,,5.766711,37881.84,,,,-0.0992
Japan,1977,1163.929280322,,5.070976,37336.387,,,,0.1775
