EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
AUS,Australia,24.5292691981,24.556685207245,25.077330845244,25.269466657675,26.019201096576,26.380257776786,26.295069751036,26.477125295768,25.554515228606,25.555617179728,25.739773616609,25.623377238286,25.763314609716,24.545887274079,24.965481671823,25.595112143752,25.502863704782,25.754685159535,25.862870933069,26.846318159306,27.01045316753,26.808897552223,26.584198314149,26.441724346384,26.471577449648,26.633584089633,27.080813712266,27.501980344171,28.424326065556,28.461117373764,28.664433340174,28.866719942127,29.003477173425,28.194365063722,28.843339036857,28.571062680836,28.352265764587,28.295920257458,27.70918674912,27.576625895131,27.33278932406,27.13680325068,26.877530434514,26.322935258772,25.560843473095,25.296994729083,25.029138755886,25.088556034095,24.677669461464,24.280706579759,23.01627686828,22.595923652872,21.887536948188,21.753712806585
AUT,Austria,9.5540942016224,9.9327631272295,10.183179096898,10.643282229516,10.323125614119,9.977364177825,10.687027542768,10.351884839069,10.627621977047,10.994648497128,10.759999201013,10.284236301756,10.002060257784,9.9841822574261,10.303163545086,10.474672210693,10.254595505819,10.250845749971,10.066260335985,9.9359024085987,10.416587227049,10.884513375057,10.095043395396,10.013203503992,9.9810845058547,10.284562682098,10.744996314985,10.623779480536,10.628920498903,10.359190618267,10.34962974523,10.919474321927,11.098044665857,11.716464672773,11.639126279248,11.655636052232,11.318146125763,10.904885192091,10.825191316172,9.8863843647039,10.574804855353,10.307202358588,9.8421801068647,9.8684449916247,9.3846954819513,9.4679067858702,9.4945011746885,9.7491318325881,9.3931229519365,9.5203561722934,8.7988506529131,9.1721576191726,8.5487437527805,8.2481045729908
AZE,Azerbaijan,6.3157953520242,6.2580212810999,6.4844623210325,6.8100459319363,7.1332935189454,7.498658686748,7.5730673083688,7.6783106900998,7.9258242589579,8.0580839396954,8.2815890393906,8.3507231056167,8.3580464116284,8.3847139996209,8.3918845034067,8.3831167526199,8.4026209141829,8.4192549216206,8.2530756403094,8.1286641923932,9.3668514161124,8.9690657121116,7.4098530637023,6.4600808062143,5.6536458958149,5.480380992288,4.7443813173512,4.621410748243,4.6432651576752,4.7281278542342,4.906684122825,4.7850595503264,4.7222377047758,5.0116535240795,4.960731505826,5.250785362478,5.3996562095886,5.3935273193543,5.8476176707572,5.150173559361,4.9758871540989,5.1775142581625,5.4454105649566,5.5074543887074,5.6295033900699,5.5485636468958,5.4628482382038,5.3816471110722,5.4011912841666,5.6298283990968,5.4184003530654,5.5984056757654,5.7575382703045,6.0610750040025
BDI,Burundi,0.57603361428284,0.5658878946414,0.58598302176915,0.59578139742896,0.59550246398185,0.60930637007303,0.60181908468183,0.59280902302403,0.58719174552332,0.5903370009256,0.51781322568686,0.45790000370616,0.4516435133922,0.45051015659935,0.45475610419567,0.43213377504243,0.46033695774819,0.45530914025153,0.46623352564973,0.46234740786474,0.53407409017652,0.54603419604087,0.52572160223567,0.52318685238218,0.51117403912808,0.52250560691745,0.53424133905159,0.53831936870438,0.52680436284636,0.4533155184219,0.45535607622836,0.43700866412757,0.42051219675424,0.41347397355145,0.42144822791414,0.42323254531607,0.43614345338282,0.45544278131709,0.44267418529566,0.45222408551914,0.47228976669485,0.48519809338321,0.46886693987367,0.56126571403921,0.53777776651897,0.52020261264435,0.53351481228122,0.57504721182966,0.57616838513319,0.52782277443091,0.50560854694907,0.55544872561109,0.55196732172258,0.54020537326228
BEL,Belgium,17.337088713708,16.287410892448,17.423835956608,17.972161786981,17.95678638376,15.922450478051,16.844598641506,16.673855272606,17.072729150584,17.986308277359,16.904427128932,15.705836800206,14.850556448691,13.898706903412,14.30072475318,14.028663360674,13.981912920924,13.870220227209,13.886106561041,13.943520015693,14.045825384126,14.391895818467,14.10832388303,13.861271679592,14.53204447463,14.576945823667,15.068955669265,14.685253870582,15.023533590498,14.607316401221,14.705209535412,14.669624924862,13.846542601046,14.129010580358,13.940460545428,13.564609049786,13.142452134992,12.791945585213,12.86430208524,12.082038996045,12.764220028126,11.7378999914,11.494717440805,11.551532024604,10.87538206107,11.227485083287,11.070846881905,10.82553935516,10.799475390937,10.699307685777,9.9671252110466,10.262464431957,9.5875388582916,9.053552464784
BEN,Benin,0.81809216063986,0.83026008241739,0.88017404343806,0.90576855323198,0.8788343268772,0.91644654519344,0.85605384315285,0.86740197559119,0.87337541406049,0.88220906097756,0.9009064677283,0.92681504901367,0.95891410556205,0.91533849202912,0.91035778320569,0.9344198003136,0.84893464214012,0.81895497545035,0.78784512417247,0.76244523243931,0.7747222823333,0.76670548193551,0.76022502843506,0.73778614222688,0.77113928444354,0.70935057419414,0.84237177216484,0.86274560067359,0.84058375455892,0.86812364435278,0.87592842861578,0.92559534283419,0.95999601195475,0.97858157439467,0.99074041010269,1.0186294415859,1.1422725578414,1.1942997919916,1.1747331503657,1.2017560741953,1.2637256457517,1.2393898414775,1.2019574117186,1.2484912362394,1.269669699008,1.2862361598244,1.407723520281,1.3997880800851,1.4929691730043,1.4546695012169,1.4561401391988,1.2866369616855,1.2999744274557,1.2730211618468
BFA,Burkina Faso,1.1502915743881,1.1350495992684,1.0589664692599,0.99038462736721,0.99024741862305,1.0043358691647,1.0132695580087,1.0104606677098,1.028140832286,1.0531687369148,1.0585975708505,1.0761945105825,1.0958369848633,1.1017932501458,1.1009183575353,1.1938052194048,1.2070325152716,1.2214266806913,1.2243794650507,1.2195553702101,1.2748808684347,1.3063403364219,1.2843894029761,1.2794538596025,1.2843778906465,1.2894733499421,1.2915717414197,1.3056644073614,1.3057878809616,1.2174726290233,1.2130122204055,1.3129035458286,1.3086498697998,1.5317942648542,1.5108454644948,1.51230490261,1.5009088264914,1.5199452352165,1.5446540017243,1.5310552467415,1.5328361637381,1.5288484804646,1.5344602745883,1.5452939769099,1.5108243506182,1.5565561747025,1.5505661086775,1.5621317611272,1.5744844535978,1.5964871018976,1.3789538082835,1.5650788193821,1.5392040148999,1.516651924962
BGD,Bangladesh,1.9117604563,1.7714037149397,1.7720361045405,1.7613170334291,1.7149464776171,1.7576746471353,1.6723250248606,1.6497027444027,1.6504193908262,1.6290503665671,1.499601615524,1.4690660307722,1.4499564518821,1.3459346113494,1.3436566457479,1.3319583169211,1.3240081768819,1.2777032923981,1.2500361075132,1.2538933092678,1.2251296366816,1.1784773242343,1.1632696347971,1.1323022633113,1.1246767294862,1.1446675538509,1.1334032802309,1.1238242743991,1.0959147161997,1.1216110987533,1.109673745503,1.1362632358629,1.1441520366457,1.1469267885148,1.1349529778011,1.1574216434962,1.1772514130734,1.1958950772358,1.2533181035519,1.2744931386696,1.3153447816484,1.3324413320568,1.3485586508034,1.3509404347177,1.3774866017182,1.4178869361767,1.4459401383632,1.5034328171182,1.5181035395273,1.5223013861373,1.4817189511037,1.5709099369047,1.6076341517044,1.6083666859189
BGR,Bulgaria,10.757278245192,10.773525485931,11.053410014104,11.12703287996,11.178094508938,11.874480760147,11.93063223722,12.228312745478,12.892842673884,13.30524181274,13.664993184587,13.220337836064,13.412013855834,13.25727358307,13.011407243817,13.167414301956,13.285276066938,13.311345239644,13.267942805159,13.111463820879,11.699419517573,9.830058122394,9.3802312848109,9.3365121785193,9.0019059733114,9.190768353639,9.3435397569831,9.0743490786434,8.7826683455554,7.9699967589949,7.8075693755394,8.117518061765,7.7543748185573,8.5893961922131,8.4342834493805,8.5975684698008,8.834909526071,9.3962687113409,9.0341179770061,7.9860282319393,8.4186149978788,9.2345407797639,8.5686128042228,7.8925726447314,8.3048673885141,8.8987544261278,8.6047006977456,8.9943031165972,8.533777043904,8.3601106089453,7.7178374965626,8.7100854485022,9.3852436143541,7.8557961467238
BHR,Bahrain,86.50728360255,84.212779171214,84.695923769641,86.394845518413,88.171040173603,74.821340668432,73.568304100849,78.606375592589,72.984308041938,71.250149875272,67.477676504748,65.385290790576,63.705020763932,61.248488289672,59.971193750711,60.411032168938,63.934773720564,60.387711504987,60.402488908434,58.892110391418,58.609941074142,56.135378683761,62.75654331727,65.143055159797,63.459891781357,61.624891339145,62.310320540911,56.226696662687,56.983396591259,58.170474803222,56.553227816747,55.349859380315,51.843370530907,48.489380401753,45.423216020248,46.281196241204,44.624818214113,42.358967525311,42.498560464394,40.464266646062,38.919290019515,38.068378731004,40.31992395028,43.327968465731,44.019056947178,43.015191397787,41.569237993947,39.581577582549,37.739648337857,38.476384900777,37.216296274239,36.346191492721,35.095716546319,35.251029120248
BHS,Bahamas,9.2087279607516,9.1685550606516,10.454916603271,10.225818189076,8.8501030277402,8.890373056372,7.7920986106142,8.4097010765573,8.3458527032892,8.401969933137,8.114701041766,7.0960493553457,5.8412068166783,4.4130700463504,4.2795715765099,3.8192206886881,3.9145404732587,4.4291227578512,4.4534774477615,5.0204006274281,5.0985373684195,4.6025328533852,4.0086898402998,4.0353049635568,4.3286199690422,4.8410855457386,5.2710806561171,5.2625608476029,5.8997606363009,5.3212038064396,4.2230659228144,4.1514257821278,4.3975176659075,3.422557321374,3.5807855598919,3.4777952298735,4.133900454853,4.7222454401095,4.806483554931,4.0475116624865,4.4127789397575,3.1910167900145,3.5931697887039,3.7628949857576,3.8362452161865,3.756674196145,4.048619075894,4.3528999327021,4.7369528495643,5.2813796039013,4.4022341732899,4.753221736389,4.7283031985583,4.91674554603
BIH,Bosnia and Herzegovina,4.3626006161594,4.4043218044843,4.2516277046604,4.5190862544464,4.8345167102094,4.9229275415122,4.8619810726379,4.9633331850094,5.113565820434,5.2393599828764,5.0371792944771,5.4792159455769,5.6788658975819,5.9596342851931,6.1388978659336,6.3242278252083,6.4531744136878,6.038594604245,6.0383497102532,6.1106371781987,7.3503916585398,6.8002684195977,5.3818874592217,4.7720260729268,1.6441033575783,1.6927353440461,1.9045885870765,3.3312696609868,4.1749295429428,4.2778957210288,5.2575087119869,5.1282582553343,5.4129907821298,5.5182658755266,5.9148997695533,6.1120823678502,6.6908663107213,7.0335263800266,7.4415163363116,7.4176808310931,7.6133666248645,8.5725559684663,8.0896923668342,8.1355943032948,7.8135061375964,7.8674571285405,8.8792740665022,9.0759236601008,9.1997884660303,8.7172253427763,8.7029574331235,8.6708657158892,8.6771017296903,8.4598536253944
BLR,Belarus,9.9182110623283,9.967584154213,10.450661954297,11.129492508088,11.789354394817,12.377120622385,12.697507905137,12.950101909238,13.309538470488,13.591694686289,13.866278333187,13.949844031924,13.943966806321,13.968713538536,13.863894536791,13.789465138948,13.74609807505,13.750381855422,13.460257542611,13.085943612187,13.695295363086,13.206052283376,12.067318838713,10.697972751685,9.3906942684271,8.5571261341835,8.6027970173664,8.6296215692414,8.5025738274296,8.2873330780317,8.0549355685365,7.9627347359538,8.0071063648748,8.1204357020655,8.58256167124,8.6507344977821,8.997741582515,8.8867267691131,9.7187042623097,9.4574227051729,10.020447861915,9.7445119444001,9.9141484690364,9.9643412994363,9.8966007163791,9.4091041837474,9.3301711668024,9.5252191616238,9.8919730686869,9.6822097589427,9.408022810797,9.438667987056,9.2560367261054,9.005941599091
BLZ,Belize,2.2417832565241,2.3616851008435,2.4640161163728,2.4646847299301,2.4676044297145,2.5795605530849,2.4933261660905,2.5424643205475,2.5098121642812,2.4832013599982,2.4695342821693,2.4027713197941,2.3261748528387,2.3989881685414,2.2821059614295,2.2062042494969,2.2847049340213,2.1561630200512,2.054405028948,2.2651824254439,2.5194885440499,2.5660241042387,2.5013876272919,2.3762356486982,2.341362912728,2.2014863078272,2.0569605060188,2.410313586222,2.3982507731714,2.3829967031598,2.031636944144,2.0567826381894,2.0568022668126,2.1107954871192,1.9715272742228,2.0097158043186,2.2751361347161,2.3153068068154,2.2912710892808,2.4261978887698,2.4979257632591,2.3488755590114,2.2112933112134,2.3563578372701,2.178656002737,2.2787329349842,2.2981671176572,2.3642920309593,2.2129961936299,2.2572730287618,2.0937903647561,2.1434171220633,2.1531622970863,2.1860981888083
BMU,Bermuda,3.0838885266768,3.0804179950666,3.6241720284533,3.6123705780652,3.2225382680705,3.7936642415258,3.4521830158169,3.7475339055644,3.725009686948,3.6694087241899,3.6182081019806,3.1238134365904,3.0819038849266,3.1570461422073,3.363884044037,3.2662243836628,3.1823592459476,4.6219625886276,5.3256538523992,6.4944371422791,4.6259002684873,4.1869106230208,3.3691754871414,3.6952817266359,3.6441745048049,3.6441203614229,3.6908542090287,3.7675527136264,3.8381516173519,3.8711697672531,2.7742206119946,2.7377294346482,2.9917256390095,3.0669318218971,3.0888604708828,3.2924513019989,4.0140423289784,4.7421296990981,4.7905428348479,4.2652293459563,5.3063671020057,2.83342107233,3.2406650676648,3.5865468458117,4.8271373543115,4.1754436772436,5.5363567431234,5.1255899418966,5.5814781786988,6.3737303630067,5.674203619809,5.9929334171927,6.0108274480136,6.3139652423464
BOL,Bolivia,5.9947723553886,6.0940431120155,6.9519523767929,7.1304470384615,6.9448533109667,6.5541174174558,6.6774902936313,6.0964640262094,6.1714665464927,5.6601906016319,5.4233780467767,4.9200275268311,5.035181117949,5.0741064294495,4.7124930775394,4.6535564264864,4.1871179523347,4.2754360430743,4.3045058529446,4.4617386078309,4.320353201427,4.491524146985,4.5893399461231,4.7981286057541,4.9800011794543,3.860880876958,3.7651865061479,4.2481372629007,3.8339012738533,3.6729528788395,3.5239611067531,3.2813397251477,3.359582270967,3.407315791688,3.4997160143524,3.5010089148245,3.5539500954266,3.7091744353107,3.7679032690703,3.850009464349,4.1264965633965,4.1376508072849,4.2434621593356,4.3509883335809,4.3815018230497,4.4049686290927,4.4995826554112,4.4904465266725,4.4828527759329,4.497657750745,4.1594061759033,4.4506725195867,4.5066120758111,4.5854302248647
BRA,Brazil,3.665345331187,3.6569766210785,3.7758315394796,3.9536605456615,4.1231763447499,4.2358340949928,4.4714814327154,4.5221399692125,4.5477381787632,4.6383957761484,4.7547002769847,4.5447205031856,4.4898978638699,4.3598132108589,4.4201525911638,4.4638184556717,4.6062042756432,4.6406482681513,4.6565582205995,4.6398111282298,4.4966004766203,4.601002291435,4.661881630259,4.7494460677976,4.8591067090521,5.0129392895999,4.9720271490267,5.0471014771339,5.0656924812891,5.0735101791782,5.1284566955095,5.1341581177937,5.194011209239,5.2958324032162,5.5003692245203,5.4859722345899,5.4582139288679,5.4883237950287,5.5775805954412,5.3947373558893,5.7393262318891,5.8667543051958,5.9810597803893,6.1050507988482,6.2098603358355,6.0802734127748,5.9129049494771,5.9202625538406,5.7670750775901,5.7459725240424,5.6858778052579,6.0132083422361,5.9938761553982,5.9658014319516
BRB,Barbados,2.0948687126783,2.1235109061557,2.3334926425019,2.3591832580874,2.1665656480415,2.3494489078115,2.2388009285731,2.4422438618846,2.4483263806964,2.4546120092974,2.4933019373923,2.4295180307289,2.3534642146783,2.3900300660529,2.7619991258274,2.9951289387046,3.1035476035601,2.926424861844,2.9623574464151,3.2611828559657,3.3026813894694,3.169597489831,3.1115817899168,2.9528976990015,2.8945589623169,2.931272115587,2.8967114435886,3.2475565348287,3.4860691612836,3.5992654552384,3.1119934404737,2.9616465264667,3.0563434004258,3.1560090138144,3.127184292037,3.1655766344097,3.2904735806359,3.1591020056137,3.6405143075002,3.6017200320004,3.6506383020268,3.1345501636758,2.9794253334949,3.2684417635238,3.0378259811973,3.2105560509453,3.394197641248,3.0710126247731,3.2646807042498,3.5946871156264,3.0068937396919,3.2966633537804,3.3049751931608,3.4222969044704
BRN,Brunei,21.447748729151,19.29817746869,22.451125251139,26.967770453393,26.909536344831,26.762605928634,30.250761932719,30.119775355513,29.645372910757,27.566239153038,31.183863771188,24.965051271338,25.905908108793,27.007793486074,25.432297422911,24.079416021099,22.485786511775,22.004844097987,22.664669949861,21.832656212296,22.773396669957,24.111177834394,24.209510052172,24.673838974199,24.469637312778,24.787754127373,25.38449433381,26.418966768108,24.158106692829,25.110104644135,25.582817664289,25.785862788449,22.885606104385,25.337682766419,23.510628764946,22.277627849169,30.703226328509,28.954387738274,34.161552929696,28.836948083665,25.797371222264,27.220686992518,25.990137820802,25.450697873694,25.586159589777,23.52610181111,24.178157510836,23.861742410278,24.092267333493,23.05001460605,28.28675813093,27.466166750145,26.183527553328,26.430309800745
BTN,Bhutan,2.3542368789164,2.3145806638769,2.2863195729476,2.25372618589,2.2232264638727,2.181536576332,2.1596940362151,2.1344222891353,2.128736935464,2.1075988141569,2.0894630490439,2.1186388346325,2.133026720963,2.150679007842,2.1335445981613,2.1667367538976,2.1495165232,2.2258791458556,2.0011178880072,1.9683169947707,2.3333951683783,2.1650939045709,2.1036398830197,2.1774989121984,2.3269198578358,2.644155772579,2.6638239872465,2.6251908873052,2.5790284740472,2.5459230707927,2.4875300968041,2.4153463644957,2.3826459117298,2.3535285908571,2.2946276282715,2.4584952591308,2.5616199430857,2.5525452066054,2.5196893881118,2.7231466196206,2.8398265594002,3.1049306269331,2.9643897032649,3.0723915310719,3.0809196258534,3.2801460946395,3.4346561079253,3.5889435959477,3.8750554527537,4.0310479244025,3.6697646538911,3.7760340172218,3.772106400767,3.780322153386
BWA,Botswana,4.8599132466559,4.8799562847899,5.4922113422301,5.6064921174483,6.157245078826,6.6205359635173,7.3361674523814,7.6725501365254,7.1134414144561,6.929722478621,6.8812393851968,6.8685314420812,6.8141873542373,6.3258962719339,5.9007058801325,5.4685468763927,5.4423124618952,5.369144315776,5.9484147027443,6.1109625176118,6.6648154633817,5.794282488917,5.8125809943276,5.4897537267202,5.4376851334913,5.9665963187513,5.2626986519119,5.316934014226,5.7237153135546,6.0027477668797,6.1131310396365,5.6903725748596,5.3658263300285,5.165664347273,5.0636460716877,5.3452266333761,5.1636536783048,5.2041042856646,5.2640775871954,5.0816559311646,4.9166551942362,5.0261192355292,4.5348602650559,5.3688592275112,5.8036730261507,5.8983160060307,5.3984651242521,5.4243406438054,5.7575850151352,5.1249860975636,4.3484063137435,4.6998912988853,4.9650308076167,5.012916067412
CAF,Central African Republic,0.89061043477316,0.91310361179491,0.9457308890485,0.95716077179658,1.0011171307796,1.0044278592013,1.0213758996384,1.0815174432336,1.1524448297869,1.3917389973166,1.4411615191642,1.4512813827799,2.7033242679673,2.6674452310364,2.4269577562129,2.4261261564476,2.5721137465152,2.4756558641784,2.3574656264222,2.5773071869046,2.5676724934889,2.669744375357,2.5941465308226,2.3579740186091,2.4924248703753,2.4916365537536,2.5328310163264,2.2271229237626,2.5366819691703,2.4300228584516,2.4354752791535,2.498297597065,2.1948483617551,2.4397185610337,2.236047438589,2.3759436460106,2.3469669631952,2.5400583883991,2.5053694770208,2.3275642491923,2.4457007990226,2.6342568121762,2.5644865576512,2.5427443186257,2.515753375882,2.586035548178,2.7225773380624,2.5731725685001,2.5916083422429,2.5056334699402,2.5396694199375,2.5138017159841,2.5378563352074,2.3823592597849
