EDGAR Country Code,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
BHS,Bahamas,0.14325057971511,0.13747492260932,0.12689261683824,0.12975042761898,0.13728637044532,0.14936726143995,0.15807129251393,0.15755527395918,0.17049246717685,0.14525771509851,0.11231707536056,0.109480788986,0.11515951645341,0.092710782454645,0.098213097842893,0.094178278233966,0.11138010347726,0.12784499678001,0.13569156229079,0.1213575221485,0.13249888325495,0.096743947512671,0.10734405307109,0.1173460058498,0.1189983501208,0.11678964802408,0.12853183676933,0.13584725142959,0.14547438850403,0.16599468172307,0.17772241798716,0.16757173500787,0.15193759250626,0.15504605516932
BIH,Bosnia and Herzegovina,3.0135164977047,3.012205103703,2.4707391473283,2.1597601505294,0.64676913637957,0.55892458747683,0.40111395425382,0.50965006660543,0.54742839867261,0.51334209996275,0.59969867664298,0.57180868837406,0.57535608001152,0.56522239599848,0.57011440695888,0.56705820237593,0.58855334901497,0.5836164126479,0.58397761905873,0.59742082177266,0.60394667286814,0.66756169504259,0.62817910985291,0.60993022872906,0.57283623294726,0.54827593983249,0.59611160748412,0.58852349703148,0.5739961686315,0.52835615313683,0.54333661793741,0.50318680508698,0.48215932478474,0.46101106524665
BLR,Belarus,1.111110584595,1.0854605925012,1.0964858606711,1.0500176204133,1.0410624369875,1.0555269680837,1.028878239149,0.92316960689511,0.83576254905028,0.78419418598224,0.7165727899617,0.6722783480827,0.63926442548975,0.60151224426115,0.56673243441861,0.51916466589776,0.48852748507746,0.44251935728935,0.43779458047518,0.42423124668913,0.41639149042235,0.38407175912734,0.38440569494352,0.38280299206017,0.37398349761794,0.36975636021913,0.37592830538044,0.37384900815462,0.37574354368582,0.36183322490118,0.3532764709473,0.34531172151742,0.35445698510269,0.33127020156462
BLZ,Belize,0.3140587484344,0.29160719705009,0.25635751839473,0.23334335746697,0.23468713797139,0.22480904926311,0.21449285910164,0.25007727616894,0.24888065831414,0.23458054854471,0.18436137463328,0.18327871467488,0.17881711475804,0.1717565265299,0.15706366232624,0.16070794834562,0.17866937948473,0.18065801899792,0.18629691885736,0.20318566650213,0.2116848839194,0.20435707510101,0.18982493070327,0.19798558057028,0.1798471254927,0.18616543698974,0.1917803335138,0.20517349211902,0.19397537615081,0.19368020172667,0.21239876734511,0.18772164315707,0.17728138140399,0.17508482375705
BMU,Bermuda,0.061898969540004,0.058441667418991,0.047335810317869,0.05069287663235,0.049971775778855,0.04810706655996,0.047708732135038,0.046760261100887,0.046031041064304,0.045088965902942,0.02967936988863,0.027441945335101,0.03057351978713,0.030430315082883,0.030042650430104,0.031526965219679,0.036380173173001,0.041478520821677,0.042523035610761,0.039917510466118,0.050661333273482,0.027938496270373,0.03353094339479,0.036973528037118,0.051355009819463,0.043812103913944,0.058158373516286,0.051699474500093,0.05628538545312,0.063829780044947,0.0608038770023,0.060276183274668,0.056803077214343,0.052702031787019
BOL,Bolivia,0.81069334257678,0.81656075760758,0.83716782867352,0.85614360978128,0.86590038015667,0.65409109557526,0.62339719739488,0.68347936642032,0.59889149023937,0.58244786349306,0.55559614238391,0.51834742039137,0.52740247464506,0.53022929431309,0.53212557146078,0.51874541347162,0.51118122467318,0.51890934395725,0.50492437310209,0.50743245276848,0.53085529215927,0.51412477691381,0.50957784689838,0.49694853565561,0.48190884872565,0.46915601230392,0.46662888490647,0.45365135143992,0.44098234958798,0.4391802845061,0.45145650432707,0.4617164653793,0.45756996044777,0.46070755730784
BRA,Brazil,0.35643095013747,0.36732510816654,0.38059161431173,0.37568364796883,0.36904917623221,0.37123195347561,0.36605153785564,0.36511398658273,0.37094837291026,0.37541431439594,0.3688502841959,0.3693157735953,0.36744601248114,0.37521633300727,0.37303901375374,0.36477067007537,0.35300662499372,0.33820916080514,0.33039088882043,0.32314104592993,0.32282978197905,0.3204330093487,0.32354157775015,0.32356907823843,0.33039234245277,0.33826234564256,0.3428845628613,0.34149680275625,0.32929826595856,0.32648012628953,0.33632256993791,0.34176088666611,0.3327723548979,0.32378553527247
BRB,Barbados,0.22208786941066,0.22255569170451,0.23247593567579,0.21963979263292,0.21179946428497,0.211003130773,0.20128488000114,0.21626413601419,0.2246455412589,0.23200497077424,0.19271547400428,0.188431831273,0.1935028632601,0.19612041385357,0.19221051885034,0.18779613600528,0.1847255117484,0.17443984714922,0.20060278532475,0.20981587117381,0.21834718008628,0.18963640041434,0.18133536426403,0.20223483743773,0.18865829144751,0.19523830896873,0.20181972787524,0.18212880465126,0.19552710362936,0.21494276451013,0.2059739108202,0.22887052548458,0.20219054643544,0.20101611096538
BRN,Brunei,0.24227726846167,0.25588262831467,0.25233757293987,0.26368502556707,0.26052357202577,0.25928651181836,0.26461918176593,0.286247546008,0.26928151320096,0.27761613164773,0.280865691798,0.28121938513843,0.24505397468344,0.26861125177945,0.2522960669726,0.24187425891726,0.32376355181797,0.30864992346076,0.3757079497169,0.3266925103321,0.28848361301427,0.2974505247137,0.28553118824149,0.28994344177988,0.30339906707749,0.28404139859695,0.30338443384145,0.29932919776979,0.30585326826259,0.28513548225568,0.350075260785,0.34889636309385,0.34187395844462,0.34480525013267
BTN,Bhutan,0.62840430533336,0.5854715981872,0.53800324383216,0.53740841508829,0.54027303346272,0.57156423137043,0.5501265995694,0.52388456503185,0.49824982780455,0.46841619217198,0.45542265174338,0.42364181298723,0.38916936623128,0.3666620927469,0.34914056616797,0.35875064050919,0.36223985161497,0.31770090202917,0.30613304210821,0.31321264755682,0.29719860454958,0.30532438575268,0.28203682165278,0.292123784753,0.28125187297319,0.28494096318132,0.27886932815778,0.28499597739593,0.30078133829736,0.29918449405059,0.3066799829041,0.30536713975234,0.29302450158783,0.28326218504403
BWA,Botswana,0.66851684497007,0.55609438406826,0.55699849533022,0.52995074220263,0.51940161241812,0.54515759743264,0.46448179263246,0.44226683128329,0.48325953521263,0.47051243058386,0.4776974893781,0.45037440908029,0.40609437280103,0.37878077802262,0.36652509004951,0.37540984948729,0.33978600156724,0.32888040071081,0.32756801536497,0.37465620443407,0.33498909668734,0.3263295650104,0.30039846194672,0.32610799653837,0.33980251611801,0.36975204362203,0.32154206867378,0.3160248919401,0.32779216897933,0.28821913856723,0.27257377724037,0.26772066115249,0.27237077537615,0.27197719318243
CAF,Central African Republic,1.7744122315287,1.902429786227,2.0286684225081,1.8885189114046,1.9546707171322,1.8702808422111,2.0294771995992,1.7348993526199,1.9303040540919,1.8241419796819,1.9149319875819,1.9190374782838,1.6591198438468,1.9863841703974,1.7492448096044,1.8750562005892,1.7994704084124,1.894543605434,1.8608590401251,1.6136365646844,1.6367913002206,1.7025187478758,1.5827231104064,2.4722198158802,2.4525453427543,2.4326987972635,2.4710944426978,2.2656820227093,2.2355697673492,2.1354867458696,2.1874977820093,2.1886339661046,2.2462466373727,2.1376752809317
CAN,Canada,0.52716482814713,0.53373847530498,0.54395216323663,0.53342004479445,0.53245056591055,0.53107038249779,0.53600445729866,0.52386417029629,0.51078669754341,0.49368337829271,0.48565576032459,0.47017241055355,0.47126919091166,0.47502109816474,0.45415081947327,0.45167340739051,0.43846051900962,0.44239629546702,0.42345872907512,0.41219830207153,0.41165551567779,0.40884016817367,0.39974394571516,0.39592031093356,0.39103118417004,0.3861998435435,0.37954775200024,0.37812638882718,0.3793507162658,0.3693564869369,0.35140229846095,0.34141539417771,0.33651976316648,0.33405734207747
CHE,Switzerland and Liechtenstein,0.12603195558843,0.13245442862377,0.13183125275961,0.12579952653034,0.12170663094107,0.12295093357713,0.1236122664676,0.11764474913467,0.11744501727299,0.11574883901518,0.10972376628672,0.11107699496936,0.10784456566081,0.1103682376036,0.10873254349198,0.10720338894616,0.10190180249986,0.094514892269751,0.094694126311564,0.093715347840469,0.093776676026233,0.085389420084504,0.08664289456323,0.087165818049477,0.079364634291775,0.07707363241161,0.076265183408406,0.073853350692139,0.069898455848336,0.068827447879953,0.066741476937073,0.065789417561904,0.059792635682321,0.059209084644701
CHL,Chile,0.39136696747378,0.35448859387597,0.32952859380837,0.32247289538455,0.32590957470006,0.32285143046596,0.33310333672092,0.33707609984061,0.32559586270139,0.33946031556433,0.31063062114777,0.29464805799128,0.28710724975492,0.28103049127979,0.28014738333768,0.26639084379496,0.25470540591684,0.26257133859795,0.26572655875267,0.25711545996866,0.24774925568834,0.25681834417691,0.25036527172365,0.24604069843366,0.22580020635469,0.23148549576716,0.23759382809446,0.23853745944164,0.23263633599264,0.24270784824584,0.24397048781242,0.2212529105935,0.21695797248944,0.20970801631726
CHN,China,2.0751134703403,1.9652249596457,1.7715639222121,1.6316060454298,1.5056459917852,1.4812179837603,1.3517719597469,1.2442388572117,1.1760171620012,1.0812155598505,1.0408926338959,0.99623378877723,0.96835873787264,0.98792890012666,1.0163903811218,1.0190867444746,0.9907724720759,0.92542663393426,0.86309421766,0.838442272408,0.81999755570459,0.81407104825264,0.77642878450336,0.75139327997178,0.70759495105178,0.65226763901675,0.60984545725462,0.5813952103177,0.56881899345601,0.54917649948945,0.54551873208834,0.52653542635746,0.51071537086041,0.51058865803826
CIV,Côte d’Ivoire,0.16038531788071,0.16544262150491,0.16788040693314,0.17045289455026,0.1831230425485,0.17964475279953,0.18390015332284,0.18352731105362,0.17275725134747,0.19288123743991,0.19232530430828,0.19902065496963,0.21414926747472,0.20599240875162,0.20969662136905,0.2192571462147,0.21517468201286,0.21439332042176,0.21264339013433,0.19907035727679,0.20029316084349,0.21855561081109,0.22927356284799,0.21890936867183,0.20792825098937,0.20230208461924,0.19668076592952,0.18916842711214,0.17686782276147,0.1770386683936,0.17627294839852,0.17596193849063,0.16902486463817,0.158730768855
CMR,Cameroon,0.58325633909628,0.59024619652814,0.58740115835783,0.62057622606398,0.59081986525618,0.58693710432603,0.58921724269185,0.55385947572766,0.54100232090203,0.52958071627086,0.53296962201586,0.51229592501813,0.47201135861673,0.45827169726369,0.42466802918589,0.4178716811403,0.39314058032589,0.38771042739693,0.37425854392475,0.3744351021631,0.35941516249421,0.34329771171935,0.33650172931989,0.34149398799229,0.34555969082351,0.35539761490094,0.34175655294762,0.31925619767288,0.31008468714341,0.30530807307147,0.31069285578842,0.30153083265377,0.29559962074304,0.28344226869509
COD,Democratic Republic of the Congo,0.31952031938759,0.31976379258807,0.3648110064255,0.44060616387997,0.44387388790537,0.44561683282209,0.46657413028527,0.47793265170226,0.49458075264758,0.50413078274035,0.59808218940466,0.55543232265277,0.52488303718984,0.52010437783185,0.49687519564524,0.48067287536763,0.46499196960458,0.45276096038566,0.43543688748287,0.42404096788571,0.43935495144825,0.42263676785817,0.47696772006779,0.48089908729569,0.47898839246826,0.44240063109225,0.43654040564067,0.44501758463425,0.41531191484748,0.41112826745227,0.41416901611746,0.40105776017178,0.39184190447956,0.36429462936671
COG,Congo,0.52421606403938,0.50647618266441,0.49705862637755,0.51779851665157,0.47985362992013,0.57130370354274,0.707858225904,0.74209530831827,0.85879798174369,0.89823612937879,0.90737889656946,0.81544916579895,0.51084863908402,0.57287947678161,0.59765622074289,0.67839388311421,0.69169149832513,0.63658897486238,0.59295734031231,0.57920558681399,0.57382260279614,0.53883654115936,0.47204603196172,0.46173433075393,0.4423384738881,0.43688135594115,0.47114927041131,0.54130225609373,0.64849612322661,0.67092851580274,0.68512843339722,0.62677655995299,0.6335911818006,0.6210805414166
COK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,0.40778318577894,0.40355858910387,0.39898572268078,0.39027605796952,0.37191557014849,0.36607822354278,0.35859024870201,0.36340913287675,0.36742489842977,0.35474220527019,0.35674119847173,0.35273960078385,0.34123563677102,0.32989096307479,0.31440083081833,0.30698711506743,0.28552759989835,0.27559728703963,0.26856366825375,0.2735149002245,0.26986306181842,0.25744743057267,0.24469763598176,0.24611929976875,0.23528621814414,0.23071512550473,0.23062914831105,0.22304661652543,0.22685556682076,0.22541413059959,0.2403090703541,0.22965619440224,0.21922843314685,0.22899904495849
COM,Comoros,0.24647623983377,0.24080935217678,0.21949269544622,0.21686160981563,0.23302552034198,0.23217390983277,0.24275927693868,0.23714251240136,0.24882095521629,0.26044967334219,0.25597799087027,0.25221068742011,0.25328007667024,0.26158462021535,0.26830706244975,0.26171452250933,0.2720923925886,0.24194143200874,0.23586765756852,0.24541110131006,0.24949071019622,0.23602716234431,0.2340986639154,0.23973483934546,0.22825541586332,0.23249611594205,0.23930615435014,0.25449435205675,0.25655517124018,0.27152682408218,0.28001864036156,0.27475870758189,0.26283729912895,0.25730178425447
CPV,Cabo Verde,0.30753595801298,0.3375806791216,0.34052448735629,0.31698559633507,0.26289112890867,0.25526208534129,0.22032873209264,0.2093533186682,0.19860860730578,0.18864169104045,0.258141847,0.26807596592938,0.2730072240413,0.23590852237994,0.22967310236984,0.2975094118157,0.29524922135112,0.27964189157914,0.25587607155525,0.25676677802518,0.26537074702551,0.28953973824031,0.25433448946567,0.24854846623585,0.25671125349749,0.25692156555144,0.25709954083182,0.25352994295796,0.24559623596516,0.24193030242274,0.320705877754,0.30546849813525,0.27035809762085,0.25116516397473
CRI,Costa Rica,0.27824921882245,0.28029673052678,0.28775501476867,0.26932997085137,0.26719392311435,0.24489074248392,0.23977945537595,0.22736218686379,0.22288459823039,0.20890725429731,0.1960297340353,0.19257899602871,0.18683405632151,0.18607610903467,0.1822591174649,0.17534751392929,0.16920510159749,0.17090876950962,0.16516768875406,0.16432069139434,0.15757518230337,0.15848801904879,0.14755631142586,0.14774352223162,0.14529193032109,0.13859176377267,0.1394596991463,0.13737084422098,0.1382982785497,0.13411760131672,0.12699620156515,0.1284186752661,0.12471281014289,0.12267833692058
CUB,Cuba,0.33352504531971,0.31718255767591,0.31357733362195,0.33420148492052,0.34252670686994,0.34086910286399,0.33868836106348,0.34589485583043,0.33690792491614,0.31914596722782,0.3039804155413,0.2846164896796,0.27266158821751,0.25766207570886,0.23815273995306,0.21477024847137,0.19762151075252,0.1884789941905,0.17918569378352,0.17926712704362,0.17744212285812,0.17234493469969,0.17150781554502,0.16818685861444,0.15926976482741,0.15867196228276,0.15168632724,0.14500523642367,0.1429471698143,0.13558996573568,0.13859417896439,0.12664893945575,0.12062307640648,0.12185637567777
CYM,Cayman Islands,0.051974643534427,0.052986565617958,0.057792432647241,0.047453676392225,0.060675461891019,0.060477532641985,0.060397988454907,0.054872375672471,0.05089870098589,0.052989313035922,0.044552319597928,0.045917057853679,0.053008342660764,0.048473142737886,0.048895865924808,0.0420421707607,0.042007285573534,0.05011678901512,0.055974252867487,0.059559110787484,0.066114820826284,0.053769575908326,0.051048571303486,0.056560860131153,0.058760138300295,0.061463724755507,0.062348803977942,0.064241211464131,0.059487995355038,0.078214755186274,0.067765240042062,0.071027389950841,0.067860207223174,0.063035643488925
CYP,Cyprus,0.33148515088245,0.36159578593493,0.35288487182325,0.36606244109095,0.35996461579829,0.32681833446274,0.34136983921241,0.33600834476319,0.33077673322504,0.32642632795637,0.31820954516277,0.30306455876231,0.3001622914152,0.3162605281414,0.29928864561467,0.28882548678499,0.27942079658334,0.27472128338406,0.27077283314727,0.2705045524965,0.26593139314515,0.25797873657991,0.2496984311781,0.24494965968655,0.26174606184006,0.25561981566343,0.25224956371508,0.24396975070628,0.23696408337444,0.23712518382974,0.23501014122459,0.22032453393047,0.21979396078703,0.21978760468187
CZE,Czechia,0.69049951378821,0.70478841682966,0.67777874542067,0.6521420762958,0.60423368625796,0.56378078890332,0.55808040117778,0.54852174504316,0.52817207999315,0.49362828821146,0.52084277822891,0.50558198037533,0.47963724853268,0.47234525092073,0.45277865492753,0.41620347825262,0.3940339067601,0.37750456231498,0.35285012899223,0.35267719260509,0.34871725806275,0.3368480432758,0.32931366959669,0.31845913126416,0.30676744728638,0.29452586188471,0.2896963189691,0.27719324087344,0.26555819234803,0.24596510990612,0.24016733555842,0.24265722374704,0.23804108701969,0.22049499014473
